population_growth_rate,housing_price_base,employment_rate,land_development_capacity,transportation_cost,income_median,zoning_density,amenity_score,urban_development_index
0.021854305348131316,480285.72256396647,0.8293972738151323,319.3963178886665,0.0864491338167939,44039.50683025824,0.15227525095137953,8.661761457749352,59.41668814959881
0.0059263022433111105,487963.94086479774,0.8745991883601898,145.55259980522428,0.0990942339314793,46506.40588680904,0.373818018663584,5.247564316322379,44.679726024807344
0.024437525838895212,216491.65607921674,0.7753338026250707,112.77223729341883,0.1531508777822569,62972.56589643225,0.5104629857953323,7.851759613930136,63.17825981472288
0.03165865559879191,118580.16508799909,0.7733951833556472,126.73585565928119,0.041875280562786964,115399.6983528,0.9690688297671034,8.08397348116461,94.7638567268335
0.018707619612801683,139068.84560255354,0.8079048619304705,248.06862218282058,0.06979873507394162,74565.92191001432,0.13094966900369656,9.093204020787821,65.87650346870161
0.019026998424023493,308027.2084711243,0.7460196257044758,133.18450498648718,0.4850964676046337,99761.95410250031,0.9455490474077702,8.948273504276488,67.93733132695074
0.031905499046498836,468749.6940092467,0.5398216259233638,138.19228808861533,0.03216137156616365,59279.72976869379,0.4498095607205338,2.713490317738959,51.33977343222204
0.017642052935932136,317078.4332632994,0.5634159012386432,410.98864133931784,0.046529815403087704,118819.82429404656,0.7950202923669917,1.987156815341724,81.41584348491767
0.005248495270562108,426184.57138193364,0.8180858047314277,378.0532256184443,0.3879224698761134,36664.01865606813,0.4226191556898453,1.1586905952512971,37.143618959285355
0.019890411118369214,125423.34011440945,0.639942044772048,196.33249491203617,0.3675070273856514,87380.17242196918,0.8984914683186939,4.722149251619493,81.67448026997491
0.010381741067223577,385297.91488919803,0.8423532718776039,302.5747389062733,0.3877739181777349,74441.60367279517,0.5704595464437947,4.275410183585496,57.99681394399534
0.019146019148434702,303428.27646588115,0.9084049132667418,162.18150311699372,0.21108763228745858,97999.60246887438,0.3059183489424602,0.7697990982879299,51.23165473318889
0.018038815381119563,164488.51490160177,0.9183639435541578,413.65417080398765,0.3203678406901075,108431.4531168946,0.823304869209203,1.8657005888603584,90.46612769081905
0.041334806982382816,458436.5199693973,0.6431015637373387,99.52336603745454,0.12168822964555141,68439.70097636306,0.8362132893302437,8.607305832563434,74.1481639944263
0.0053128458739035815,304298.9210310263,0.6878349514169505,149.9485147118286,0.06873402999350457,60385.36542632652,0.9486187335212672,3.2320293202075523,53.10140707461851
0.02136333210706823,488712.83308838424,0.93310128272395,163.30203312141387,0.25365176788726884,57079.047883509265,0.35635644493972085,0.36886947354532795,45.22283927457547
0.03243039502909536,301071.6092915446,0.5231654380624952,175.39090890647515,0.45505028412366033,51560.57016002752,0.2304053848821008,4.89452760277563,50.0731343494793
0.015693689479657987,391286.53944474383,0.6655024097236639,334.53762376711074,0.3204295582728384,78219.72156672826,0.18126079304896747,8.35302495589238,56.099107516120945
0.019435102923728114,174607.4041599417,0.5183488136996438,315.90182443470883,0.3420065373027184,31492.904603507053,0.5608837524693528,2.2649577519793795,52.04201599274196
0.036092198214610974,254694.13852021497,0.9215284949315306,111.88442486569696,0.17712251201462667,40212.616911653015,0.9322242564507065,8.77339353380981,75.24032577977137
0.016607373247182002,363993.6184136716,0.8677499900905471,299.84036521975804,0.2695287833944432,51766.70618104065,0.1837924910253093,8.972157579533267,54.68682416927883
0.020256340597191533,239683.82984506435,0.8266800554916076,453.6996169786597,0.4446723478899075,100188.79912718615,0.677828481538859,0.8413996499504883,80.40629537481095
0.01227329213425762,459421.6754108317,0.7728930768468154,54.13867322748334,0.05972105600435573,89715.15921972503,0.10455542546159682,1.6080805141749865,42.60213965152197
0.03433825667761703,189707.7237842239,0.8204806496063911,156.76208937356003,0.1694458520980412,97184.22646062217,0.6846696091424932,8.49223410494178,87.99681744071223
0.034592580153515455,327323.4413341887,0.5421536455226416,215.4721113767451,0.1399491601640455,51959.06790411752,0.975709499277201,3.930977246667604,75.51401398073402
0.04076650865937418,301054.8372420769,0.7596067480818616,271.63296221848873,0.1056690640210418,95020.69037353547,0.35269512619677024,0.2431596643145384,70.2470946242696
0.034046253315822554,170844.27176281958,0.9232063629588114,479.2678596511643,0.4582835512080198,63314.28302299,0.11391095487598069,9.283185625877254,69.15637986071314
0.04836289896901638,441203.78218694404,0.6325020014313135,223.29397787086637,0.4270569690432599,58522.98046406499,0.2525434720174833,5.568012624583502,58.33491859136652
0.04712696483723514,378411.9186699892,0.7565275265402143,93.72942219684583,0.31135354108259317,119104.8465093837,0.22607561371287163,5.183296523637368,58.65151452425376
0.03636570834478706,380993.63359484373,0.6617710180488898,182.116329919022,0.40658696618447165,102910.20552112626,0.8803650867220933,9.132405525564714,84.93913226730504
